run_id,scope,entity,selection_role,row_count,selection_rule,normalization_source,prefix_rows,train_split_end,train_valid_split_end,load_mean_prefix,burst_cv_prefix,peak_to_mean_prefix,request_cores_source,request_cores_used,request_fallback_used
full_ua_mstcn_broad_20260428,service_broad,app_6140,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,275.0586853027344,0.7592225670814514,3.5872344970703125,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6217,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,25.363662719726562,0.2674008905887604,3.4301040172576904,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_647,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,1029.9324951171875,0.38541656732559204,2.0932438373565674,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6491,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,158.47293090820312,0.6507161259651184,7.748410701751709,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6593,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,194.4146270751953,0.28874993324279785,1.8362473249435425,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6597,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,3511.79296875,0.3713826835155487,1.8511682748794556,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_66,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,344.42120361328125,0.5789600610733032,2.526615619659424,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6651,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,217.44796752929688,0.3653828501701355,2.51462459564209,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6658,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,790.9138793945312,0.3260149657726288,2.1866350173950195,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6763,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,246.9052734375,0.5011032819747925,1.9300519227981567,median_container_request_cores,4.0,False
