run_id,scope,entity,selection_role,horizon,calibration_split,calibration_quantile,p90_additive_margin
full_ua_mstcn_broad_20260428,service_broad,app_521,broad_service,5,validation,0.9,3.193655490875244
full_ua_mstcn_broad_20260428,service_broad,app_521,broad_service,10,validation,0.9,6.628136157989502
full_ua_mstcn_broad_20260428,service_broad,app_5420,broad_service,1,validation,0.9,0.2716200351715088
full_ua_mstcn_broad_20260428,service_broad,app_5420,broad_service,5,validation,0.9,0.6060448884963989
full_ua_mstcn_broad_20260428,service_broad,app_5420,broad_service,10,validation,0.9,0.7405501008033752
full_ua_mstcn_broad_20260428,service_broad,app_5428,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5428,broad_service,5,validation,0.9,2.520601987838745
full_ua_mstcn_broad_20260428,service_broad,app_5428,broad_service,10,validation,0.9,3.2428300380706787
full_ua_mstcn_broad_20260428,service_broad,app_5546,broad_service,1,validation,0.9,0.5388457775115967
full_ua_mstcn_broad_20260428,service_broad,app_5546,broad_service,5,validation,0.9,2.2463889122009277
full_ua_mstcn_broad_20260428,service_broad,app_5546,broad_service,10,validation,0.9,2.0704574584960938
full_ua_mstcn_broad_20260428,service_broad,app_559,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_559,broad_service,5,validation,0.9,1.9705349206924438
full_ua_mstcn_broad_20260428,service_broad,app_559,broad_service,10,validation,0.9,1.8941881656646729
full_ua_mstcn_broad_20260428,service_broad,app_56,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_56,broad_service,5,validation,0.9,2.089994430541992
full_ua_mstcn_broad_20260428,service_broad,app_56,broad_service,10,validation,0.9,2.4381284713745117
full_ua_mstcn_broad_20260428,service_broad,app_565,broad_service,1,validation,0.9,3.8438401222229004
full_ua_mstcn_broad_20260428,service_broad,app_565,broad_service,5,validation,0.9,8.141718864440918
full_ua_mstcn_broad_20260428,service_broad,app_565,broad_service,10,validation,0.9,8.135255813598633
full_ua_mstcn_broad_20260428,service_broad,app_5652,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5652,broad_service,5,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5652,broad_service,10,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5657,broad_service,1,validation,0.9,18.374305725097656
full_ua_mstcn_broad_20260428,service_broad,app_5657,broad_service,5,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5657,broad_service,10,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5729,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5729,broad_service,5,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5729,broad_service,10,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5732,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5732,broad_service,5,validation,0.9,15.900092124938965
full_ua_mstcn_broad_20260428,service_broad,app_5732,broad_service,10,validation,0.9,18.569286346435547
full_ua_mstcn_broad_20260428,service_broad,app_5805,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5805,broad_service,5,validation,0.9,7.294698715209961
full_ua_mstcn_broad_20260428,service_broad,app_5805,broad_service,10,validation,0.9,23.97408103942871
full_ua_mstcn_broad_20260428,service_broad,app_582,broad_service,1,validation,0.9,2.4426045417785645
full_ua_mstcn_broad_20260428,service_broad,app_582,broad_service,5,validation,0.9,6.3007354736328125
full_ua_mstcn_broad_20260428,service_broad,app_582,broad_service,10,validation,0.9,8.342923164367676
full_ua_mstcn_broad_20260428,service_broad,app_5877,broad_service,1,validation,0.9,2.189983606338501
full_ua_mstcn_broad_20260428,service_broad,app_5877,broad_service,5,validation,0.9,8.733575820922852
full_ua_mstcn_broad_20260428,service_broad,app_5877,broad_service,10,validation,0.9,9.578113555908203
full_ua_mstcn_broad_20260428,service_broad,app_5884,broad_service,1,validation,0.9,0.10635679960250854
full_ua_mstcn_broad_20260428,service_broad,app_5884,broad_service,5,validation,0.9,0.21375729143619537
full_ua_mstcn_broad_20260428,service_broad,app_5884,broad_service,10,validation,0.9,0.16798458993434906
full_ua_mstcn_broad_20260428,service_broad,app_5895,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_5895,broad_service,5,validation,0.9,3.001326560974121
full_ua_mstcn_broad_20260428,service_broad,app_5895,broad_service,10,validation,0.9,4.775434970855713
full_ua_mstcn_broad_20260428,service_broad,app_5936,broad_service,1,validation,0.9,1.7211055755615234
full_ua_mstcn_broad_20260428,service_broad,app_5936,broad_service,5,validation,0.9,2.4873318672180176
full_ua_mstcn_broad_20260428,service_broad,app_5936,broad_service,10,validation,0.9,4.024886608123779
full_ua_mstcn_broad_20260428,service_broad,app_6026,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_6026,broad_service,5,validation,0.9,1.6969914436340332
full_ua_mstcn_broad_20260428,service_broad,app_6026,broad_service,10,validation,0.9,3.6278069019317627
full_ua_mstcn_broad_20260428,service_broad,app_6034,broad_service,1,validation,0.9,0.807925283908844
full_ua_mstcn_broad_20260428,service_broad,app_6034,broad_service,5,validation,0.9,0.3398359715938568
full_ua_mstcn_broad_20260428,service_broad,app_6034,broad_service,10,validation,0.9,0.7091109752655029
full_ua_mstcn_broad_20260428,service_broad,app_6140,broad_service,1,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_6140,broad_service,5,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_6140,broad_service,10,validation,0.9,0.0
full_ua_mstcn_broad_20260428,service_broad,app_6217,broad_service,1,validation,0.9,0.02954726293683052
full_ua_mstcn_broad_20260428,service_broad,app_6217,broad_service,5,validation,0.9,0.19799678027629852
full_ua_mstcn_broad_20260428,service_broad,app_6217,broad_service,10,validation,0.9,0.18354031443595886
full_ua_mstcn_broad_20260428,service_broad,app_647,broad_service,1,validation,0.9,5.620182514190674
full_ua_mstcn_broad_20260428,service_broad,app_647,broad_service,5,validation,0.9,0.29644066095352173
