actual_required_capacity,reactive_capacity,lagged_capacity,predictive_capacity,forecast_p50,forecast_p90
0.3991496208846733,0.6166105453909663,0.3861608516935461,0.5436064698445414,0.3882828407514877,0.5220908079133766
0.3876685131917542,0.6166105453909663,0.3991496208846733,0.44360646984454144,0.39561788151208194,0.5287835096474942
0.3822497293631599,0.6166105453909663,0.3876685131917542,0.5361583813847381,0.3906030846274774,0.5361583813847381
0.3784791444758673,0.6166105453909663,0.3822497293631599,0.5361583813847381,0.38828412664668166,0.5274653824976154
0.3612355946829997,0.6166105453909663,0.3784791444758673,0.5361583813847381,0.38565042326184473,0.5174801609675659
0.4098203053047625,0.6166105453909663,0.3612355946829997,0.5361583813847381,0.3874045215601569,0.5276197131865804
0.39096492519022613,0.6166105453909663,0.4098203053047625,0.5361583813847381,0.3667510928563873,0.5039641419407845
0.3906901657157969,0.6166105453909663,0.39096492519022613,0.5361583813847381,0.37811694367710746,0.5204916771338484
0.40556545524572263,0.6166105453909663,0.3906901657157969,0.5361583813847381,0.38130654900828526,0.5018672710827138
0.35388922358586233,0.6166105453909663,0.40556545524572263,0.5361583813847381,0.3623176216466155,0.4882510251597372
0.32319876472412334,0.6166105453909663,0.35388922358586233,0.5361583813847381,0.38912066360573405,0.49605282737107836
0.34101496134029896,0.6166105453909663,0.32319876472412334,0.43615838138473817,0.3869861727927562,0.49370488747680275
0.3429694116169566,0.6166105453909663,0.34101496134029896,0.5100214095465153,0.3884774741996367,0.5100214095465153
0.31790350195414485,0.6166105453909663,0.3429694116169566,0.5100214095465153,0.3923351853203509,0.49958880125715693
0.3336204093442046,0.6166105453909663,0.31790350195414485,0.5100214095465153,0.3633956541617085,0.48800256060195446
0.31160431311490383,0.6166105453909663,0.3336204093442046,0.5100214095465153,0.3419370062112721,0.455204633368708
0.30328440258988965,0.6166105453909663,0.31160431311490383,0.5100214095465153,0.3434033197119926,0.4457637490879628
0.3979210625709061,0.6166105453909663,0.30328440258988965,0.5100214095465153,0.3440235484621474,0.45144987514900237
0.37974638112892795,0.6166105453909663,0.3979210625709061,0.5100214095465153,0.3438705856778405,0.4688169742018754
0.35045610244523595,0.6166105453909663,0.37974638112892795,0.5100214095465153,0.3439503820753785,0.4673076207840452
0.3374242418942586,0.6166105453909663,0.35045610244523595,0.5100214095465153,0.3367589260328223,0.44915552755873334
0.31574158383637807,0.6166105453909663,0.3374242418942586,0.41002140954651534,0.33382001607621126,0.4367096917282017
0.3464495316207436,0.6166105453909663,0.31574158383637807,0.45796438733162026,0.3544948090244085,0.45796438733162026
0.3503170979515878,0.6166105453909663,0.3464495316207436,0.459505772643403,0.3558960683987564,0.459505772643403
0.3053644023102852,0.6166105453909663,0.3503170979515878,0.459505772643403,0.335780398303275,0.4502744131749401
0.31018741501927516,0.6166105453909663,0.3053644023102852,0.459505772643403,0.3336816227787433,0.4476160866062595
0.28726412370528365,0.6166105453909663,0.31018741501927516,0.459505772643403,0.3326274418713487,0.4383709158799354
0.3140230700126737,0.6166105453909663,0.28726412370528365,0.459505772643403,0.33490506298752915,0.43952087170805565
0.29728247434028954,0.6166105453909663,0.3140230700126737,0.459505772643403,0.3338349389061799,0.4363515524135355
0.31128623148479106,0.6166105453909663,0.29728247434028954,0.459505772643403,0.3315790804279792,0.44049306444427555
0.3224820235225082,0.6166105453909663,0.31128623148479106,0.459505772643403,0.33887172628727075,0.450746801510503
0.2951932708709297,0.6166105453909663,0.3224820235225082,0.459505772643403,0.3313079432475868,0.44739365809450427
0.2634557738480951,0.5166105453909663,0.2951932708709297,0.359505772643403,0.3358114022378023,0.45472166256657476
0.27160590732638795,0.5166105453909663,0.2634557738480951,0.4245439006040764,0.3216605337887912,0.4245439006040764
0.26731583861964286,0.5166105453909663,0.27160590732638795,0.4583490345151732,0.327708023934394,0.4583490345151732
0.3024724350669787,0.5166105453909663,0.26731583861964286,0.4583490345151732,0.3318848224538654,0.43895638979664736
0.30734290739136294,0.5166105453909663,0.3024724350669787,0.4583490345151732,0.3171956891349313,0.42710119687441667
0.3413417924768779,0.5166105453909663,0.30734290739136294,0.4583490345151732,0.30889626796053715,0.4396850183493621
0.36969130340318745,0.5166105453909663,0.3413417924768779,0.4583490345151732,0.3119760282319791,0.44024624777754334
0.3736159956012578,0.5166105453909663,0.36969130340318745,0.4583490345151732,0.31194602225882606,0.44262928242615357
0.41957612636514197,0.6166105453909663,0.3736159956012578,0.4583490345151732,0.32582380653559784,0.4375357061540065
0.43009473988867686,0.6166105453909663,0.41957612636514197,0.4583490345151732,0.32565711907338746,0.43790025955099443
