cohort_label,app_du,metric,predictive_minus_reactive,load_weight
broad,app_5035,scaling_actions,293.0,381.6926950231485
broad,app_5035,sla_violation,0.1646634615384615,381.6926950231485
broad,app_5035,average_capacity,-5.5560613643837655,381.6926950231485
broad,app_5102,over_provisioning,-10.869315684834804,184.13864467592504
broad,app_5102,scaling_actions,261.0,184.13864467592504
broad,app_5102,sla_violation,0.001201923076923097,184.13864467592504
broad,app_5102,average_capacity,-5.546665703798524,184.13864467592504
broad,app_512,over_provisioning,-11.600941846646343,503.74895862268534
broad,app_512,scaling_actions,129.0,503.74895862268534
broad,app_512,sla_violation,0.0018028846153845999,503.74895862268534
broad,app_512,average_capacity,8.639185984352224,503.74895862268534
broad,app_5159,over_provisioning,-19.427370897765087,206.8859762731483
broad,app_5159,scaling_actions,354.0,206.8859762731483
broad,app_5159,sla_violation,0.0048076923076922976,206.8859762731483
broad,app_5159,average_capacity,-11.422678054907536,206.8859762731483
broad,app_521,over_provisioning,-12.11842088078756,342.8424594907407
broad,app_521,scaling_actions,137.0,342.8424594907407
broad,app_521,sla_violation,0.0126201923076923,342.8424594907407
broad,app_521,average_capacity,3.5066491857500637,342.8424594907407
broad,app_5420,over_provisioning,-14.460852308750756,196.3046791087965
broad,app_5420,scaling_actions,341.0,196.3046791087965
broad,app_5420,sla_violation,0.0048076923076922976,196.3046791087965
broad,app_5420,average_capacity,-6.62299823030591,196.3046791087965
broad,app_5428,over_provisioning,-25.010983482166303,403.2927129629627
broad,app_5428,scaling_actions,324.0,403.2927129629627
broad,app_5428,sla_violation,0.0006009615384615,403.2927129629627
broad,app_5428,average_capacity,-8.161966835107393,403.2927129629627
broad,app_5546,over_provisioning,-21.03262451268272,265.9476087962964
broad,app_5546,scaling_actions,258.0,265.9476087962964
broad,app_5546,sla_violation,0.0024038461538461,265.9476087962964
broad,app_5546,average_capacity,-10.112408719878687,265.9476087962964
broad,app_559,over_provisioning,-26.052632907393367,403.49789004629656
broad,app_559,scaling_actions,219.0,403.49789004629656
broad,app_559,sla_violation,0.001201923076923,403.49789004629656
broad,app_559,average_capacity,-8.62660049614604,403.49789004629656
broad,app_56,over_provisioning,-17.98317293134175,254.10686093750004
broad,app_56,scaling_actions,288.0,254.10686093750004
broad,app_56,sla_violation,0.0,254.10686093750004
broad,app_56,average_capacity,-7.421950575572524,254.10686093750004
broad,app_565,over_provisioning,0.27311767401370446,581.886725983796
broad,app_565,scaling_actions,-47.0,581.886725983796
broad,app_565,sla_violation,0.0048076923076922976,581.886725983796
broad,app_565,average_capacity,25.235795257225476,581.886725983796
broad,app_5652,over_provisioning,-7.2163699709629405,300.59076799768536
broad,app_5652,scaling_actions,408.0,300.59076799768536
broad,app_5652,sla_violation,0.0,300.59076799768536
broad,app_5652,average_capacity,2.870038758003446,300.59076799768536
broad,app_5657,over_provisioning,77.55358452948266,1333.93566099537
broad,app_5657,scaling_actions,-423.0,1333.93566099537
broad,app_5657,sla_violation,-0.0961538461538462,1333.93566099537
broad,app_5657,average_capacity,141.54765331676754,1333.93566099537
broad,app_5729,over_provisioning,5.692837930675974,140.25504490740735
broad,app_5729,scaling_actions,-70.0,140.25504490740735
broad,app_5729,sla_violation,0.0162259615384615,140.25504490740735
broad,app_5729,average_capacity,12.741130722240896,140.25504490740735
broad,app_5732,over_provisioning,14.010016612158665,1801.4324876157389
broad,app_5732,scaling_actions,-258.0,1801.4324876157389
broad,app_5732,sla_violation,-0.0054086538461538,1801.4324876157389
broad,app_5732,average_capacity,54.05648812760376,1801.4324876157389
broad,app_5805,over_provisioning,-11.518906224171694,373.997060763888
broad,app_5805,scaling_actions,90.0,373.997060763888
broad,app_5805,sla_violation,0.010216346153846102,373.997060763888
broad,app_5805,average_capacity,0.1963867862556583,373.997060763888
broad,app_582,over_provisioning,-28.098499625900367,434.80329890046335
broad,app_582,scaling_actions,193.0,434.80329890046335
broad,app_582,sla_violation,0.006009615384615398,434.80329890046335
broad,app_582,average_capacity,-8.918794432533872,434.80329890046335
broad,app_5877,over_provisioning,-8.774916568025208,354.59881018518564
broad,app_5877,scaling_actions,203.0,354.59881018518564
broad,app_5877,sla_violation,0.007211538461538502,354.59881018518564
broad,app_5877,average_capacity,-1.0897292705527661,354.59881018518564
broad,app_5884,over_provisioning,-10.03212979869543,66.49433159722219
broad,app_5884,scaling_actions,437.0,66.49433159722219
broad,app_5884,sla_violation,0.3792067307692308,66.49433159722219
broad,app_5884,average_capacity,-7.093184993780973,66.49433159722219
broad,app_5895,over_provisioning,1.1707622563417885,811.9234921874986
broad,app_5895,scaling_actions,-21.0,811.9234921874986
broad,app_5895,sla_violation,-0.0030048076923077,811.9234921874986
broad,app_5895,average_capacity,34.1033039268375,811.9234921874986
broad,app_5936,over_provisioning,-18.830042174886366,424.37785474537
broad,app_5936,scaling_actions,211.0,424.37785474537
broad,app_5936,sla_violation,0.0144230769230769,424.37785474537
broad,app_5936,average_capacity,-2.0306733298086783,424.37785474537
broad,app_6026,over_provisioning,-0.1967073856929531,369.85888958333334
broad,app_6026,scaling_actions,100.0,369.85888958333334
broad,app_6026,sla_violation,-0.0006009615384615,369.85888958333334
broad,app_6026,average_capacity,14.770706275550708,369.85888958333334
broad,app_6034,over_provisioning,-15.299251470106263,179.76816197916662
broad,app_6034,scaling_actions,321.0,179.76816197916662
broad,app_6034,sla_violation,0.0,179.76816197916662
broad,app_6034,average_capacity,-7.982782024827131,179.76816197916662
broad,app_6140,over_provisioning,29.509342924947532,305.79739027777794
broad,app_6140,scaling_actions,-413.0,305.79739027777794
broad,app_6140,sla_violation,0.006009615384615391,305.79739027777794
broad,app_6140,average_capacity,50.47596630061864,305.79739027777794
broad,app_6217,over_provisioning,-2.999768337459101,26.338565972222003
broad,app_6217,scaling_actions,424.0,26.338565972222003
broad,app_6217,sla_violation,0.0054086538461539,26.338565972222003
broad,app_6217,average_capacity,-1.8262549317122652,26.338565972222003
broad,app_647,over_provisioning,-26.22852368444039,1050.6377340856468
broad,app_647,scaling_actions,53.0,1050.6377340856468
broad,app_647,sla_violation,0.027043269230769197,1050.6377340856468
broad,app_647,average_capacity,16.852092856381887,1050.6377340856468
broad,app_6491,over_provisioning,24.48551966567755,169.32618923611105
broad,app_6491,scaling_actions,-73.0,169.32618923611105
broad,app_6491,sla_violation,-0.0252403846153847,169.32618923611105
broad,app_6491,average_capacity,33.514591745672206,169.32618923611105
broad,app_6593,over_provisioning,-13.553367104800142,197.47955839120365
broad,app_6593,scaling_actions,328.0,197.47955839120365
broad,app_6593,sla_violation,0.0006009615384615,197.47955839120365
broad,app_6593,average_capacity,-5.608198663536157,197.47955839120365
broad,app_6597,over_provisioning,69.64151970058208,3591.3255783564805
broad,app_6597,scaling_actions,-408.0,3591.3255783564805
broad,app_6597,sla_violation,-0.014423076923076901,3591.3255783564805
broad,app_6597,average_capacity,145.10033695935567,3591.3255783564805
broad,app_66,over_provisioning,3.1238763516084234,334.33818194444467
broad,app_66,scaling_actions,124.0,334.33818194444467
broad,app_66,sla_violation,0.023437499999999993,334.33818194444467
broad,app_66,average_capacity,11.482666272323243,334.33818194444467
broad,app_6651,over_provisioning,2.4633230902605305,221.60841695601843
broad,app_6651,scaling_actions,146.0,221.60841695601843
broad,app_6651,sla_violation,0.014423076923077,221.60841695601843
broad,app_6651,average_capacity,11.424787797993915,221.60841695601843
broad,app_6658,over_provisioning,-22.684468634270978,807.45978125
broad,app_6658,scaling_actions,171.0,807.45978125
broad,app_6658,sla_violation,0.0102163461538462,807.45978125
broad,app_6658,average_capacity,-5.923390770795493,807.45978125
broad,app_6763,over_provisioning,-5.778809402112522,258.6667010995368
broad,app_6763,scaling_actions,157.0,258.6667010995368
broad,app_6763,sla_violation,0.0,258.6667010995368
broad,app_6763,average_capacity,6.3096352343057305,258.6667010995368
broad,app_6791,over_provisioning,-15.075952759686942,410.7328564814818
broad,app_6791,scaling_actions,276.0,410.7328564814818
broad,app_6791,sla_violation,0.0036057692307692,410.7328564814818
broad,app_6791,average_capacity,-6.1854459398653034,410.7328564814818
broad,app_6911,over_provisioning,-0.3549045402393318,525.8477006365746
broad,app_6911,scaling_actions,-30.0,525.8477006365746
broad,app_6911,sla_violation,0.0078125,525.8477006365746
broad,app_6911,average_capacity,20.85451092453698,525.8477006365746
